"Path_Filename"	"Sample_ID"	"Flag"	"Short_Sample_ID"	"Platform"
"1"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/00908f90-f096-420c-907b-c8d4e250cea2/jhu-usc.edu_LUSC.HumanMethylation450.7.lvl-3.TCGA-60-2697-01A-11D-2123-05.txt"	"TCGA.60.2697.01A.11D.2123.05"	"1"	"TCGA.60.2697.01"	"HumanMethylation450"
"2"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/00949e05-0a35-41a5-9bd9-0c95d0f66978/jhu-usc.edu_LUSC.HumanMethylation450.17.lvl-3.TCGA-63-A5MR-01A-31D-A27L-05.txt"	"TCGA.63.A5MR.01A.31D.A27L.05"	"1"	"TCGA.63.A5MR.01"	"HumanMethylation450"
"3"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/00c68325-805b-4549-9bd9-65fb8f55d64c/jhu-usc.edu_LUSC.HumanMethylation450.13.lvl-3.TCGA-94-A4VJ-01A-11D-A258-05.txt"	"TCGA.94.A4VJ.01A.11D.A258.05"	"1"	"TCGA.94.A4VJ.01"	"HumanMethylation450"
"4"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/00de1739-2965-41d6-8aaf-52218dabb6a9/jhu-usc.edu_LUSC.HumanMethylation450.12.lvl-3.TCGA-56-8622-01A-11D-2398-05.txt"	"TCGA.56.8622.01A.11D.2398.05"	"1"	"TCGA.56.8622.01"	"HumanMethylation450"
"5"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/019ad75d-4fef-4407-8a65-b472018f6469/jhu-usc.edu_LUSC.HumanMethylation27.4.lvl-3.TCGA-37-4132-01A-01D-1096-05.txt"	"TCGA.37.4132.01A.01D.1096.05"	"1"	"TCGA.37.4132.01"	"HumanMethylation27."
"6"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/01cffc86-ee2f-4609-9d3d-26876604af4f/jhu-usc.edu_LUSC.HumanMethylation27.5.lvl-3.TCGA-66-2800-01A-01D-1198-05.txt"	"TCGA.66.2800.01A.01D.1198.05"	"1"	"TCGA.66.2800.01"	"HumanMethylation27."
"7"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/032e828e-9f8d-4134-a39b-f37ba83c0952/jhu-usc.edu_LUSC.HumanMethylation450.7.lvl-3.TCGA-22-4605-01A-21D-2123-05.txt"	"TCGA.22.4605.01A.21D.2123.05"	"1"	"TCGA.22.4605.01"	"HumanMethylation450"
"8"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/03cfe978-1587-415b-bc87-331cc3ea036a/jhu-usc.edu_LUSC.HumanMethylation27.2.lvl-3.TCGA-60-2719-01A-01D-0848-05.txt"	"TCGA.60.2719.01A.01D.0848.05"	"1"	"TCGA.60.2719.01"	"HumanMethylation27."
"9"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/04636877-686e-4df5-a56e-fc56a33b0b05/jhu-usc.edu_LUSC.HumanMethylation450.7.lvl-3.TCGA-39-5040-01A-21D-2123-05.txt"	"TCGA.39.5040.01A.21D.2123.05"	"1"	"TCGA.39.5040.01"	"HumanMethylation450"
"10"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/04660ba8-df7a-4dd1-93ad-33b7fe10b259/jhu-usc.edu_LUSC.HumanMethylation450.4.lvl-3.TCGA-33-6737-01A-11D-1818-05.txt"	"TCGA.33.6737.01A.11D.1818.05"	"1"	"TCGA.33.6737.01"	"HumanMethylation450"
"11"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/04f5982b-ad12-4dc4-8c31-90e7d3125b83/jhu-usc.edu_LUSC.HumanMethylation27.1.lvl-3.TCGA-22-0944-01A-01D-0689-05.txt"	"TCGA.22.0944.01A.01D.0689.05"	"1"	"TCGA.22.0944.01"	"HumanMethylation27."
"12"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/054989eb-dd51-4097-8b15-996b689173e7/jhu-usc.edu_LUSC.HumanMethylation450.17.lvl-3.TCGA-63-A5MH-01A-12D-A27L-05.txt"	"TCGA.63.A5MH.01A.12D.A27L.05"	"1"	"TCGA.63.A5MH.01"	"HumanMethylation450"
"13"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/05db7312-40ff-4a79-9798-7f9b5e4e5054/jhu-usc.edu_LUSC.HumanMethylation27.3.lvl-3.TCGA-66-2737-01A-01D-0979-05.txt"	"TCGA.66.2737.01A.01D.0979.05"	"1"	"TCGA.66.2737.01"	"HumanMethylation27."
"14"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/061794ef-f758-4c40-8583-39d52b5045e8/jhu-usc.edu_LUSC.HumanMethylation450.17.lvl-3.TCGA-77-A5G3-01A-31D-A27L-05.txt"	"TCGA.77.A5G3.01A.31D.A27L.05"	"1"	"TCGA.77.A5G3.01"	"HumanMethylation450"
"15"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/06c48a59-f224-47c6-9d8a-6add4b9a768b/jhu-usc.edu_LUSC.HumanMethylation27.3.lvl-3.TCGA-66-2742-11A-01D-0979-05.txt"	"TCGA.66.2742.11A.01D.0979.05"	"0"	"TCGA.66.2742.11"	"HumanMethylation27."
"16"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/071c23fe-6736-4365-bbea-e0bc34dd743a/jhu-usc.edu_LUSC.HumanMethylation450.4.lvl-3.TCGA-34-5232-01A-21D-1818-05.txt"	"TCGA.34.5232.01A.21D.1818.05"	"1"	"TCGA.34.5232.01"	"HumanMethylation450"
"17"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/08b43e58-5d1e-45c4-98c4-6a6249089134/jhu-usc.edu_LUSC.HumanMethylation27.3.lvl-3.TCGA-18-3411-11A-01D-0979-05.txt"	"TCGA.18.3411.11A.01D.0979.05"	"0"	"TCGA.18.3411.11"	"HumanMethylation27."
"18"	"C:/Users/3052092/Documents/GDCdata/TCGA-LUSC/legacy/DNA_methylation/Methylation_beta_value/098c5429-2630-417d-9cea-a4ad5a6a22c9/jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-34-5241-01A-01D-1440-05.txt"	"TCGA.34.5241.01A.01D.1440.05"	"1"	"TCGA.34.5241.01"	"HumanMethylation450"
